sum,frequency,probability
3,8,0.02056555269922879
4,8,0.02056555269922879
5,14,0.03598971722365039
6,20,0.05141388174807198
7,30,0.07712082262210797
8,25,0.06426735218508997
9,31,0.07969151670951156
10,34,0.08740359897172237
11,32,0.08226221079691516
12,39,0.10025706940874037
13,28,0.07197943444730077
14,30,0.07712082262210797
15,34,0.08740359897172237
16,17,0.043701799485861184
17,20,0.05141388174807198
18,9,0.02313624678663239
19,10,0.02570694087403599
