sum,frequency,probability
3,2,0.015037593984962405
4,4,0.03007518796992481
5,5,0.03759398496240601
6,7,0.05263157894736842
7,16,0.12030075187969924
8,14,0.10526315789473684
9,22,0.16541353383458646
10,17,0.12781954887218044
11,14,0.10526315789473684
12,14,0.10526315789473684
13,8,0.06015037593984962
14,4,0.03007518796992481
15,6,0.045112781954887216
