id,price_category_1,price_category_2,price_category_3,price_category_4,price_category_5,price_category_6,price_category_7,price_category_8,price_category_9,price_category_10,price_category_11,price_category_12,winner_1,winner_2,winner_3,winner_4,winner_5,winner_6,winner_7,winner_8,winner_9,winner_10,winner_11,winner_12
883,52000000.00,446886.80,126011.70,5773.70,243.20,136.10,92.10,22.90,16.20,14.60,12.90,8.80,0,5,10,36,1068,2099,2256,28870,45488,95683,135896,595827
